Tweet,Time,Date,Language,Like,Reply,Retweets,Timestamp
"'Sagar Yatra: The Ocean Voyage' is an e-book containing highlights of my visit to Seychelles, Mauritius & Sri Lanka.http://sagaryatra.narendramodi.in ",19:05:00,07/04/15,en,1699,242,936,7:05 PM - 7 Apr 2015
Govt is working tirelessly to realise the dream of a Healthy India where every citizen has access to proper & affordable healthcare.,18:54:00,06/04/15,en,2397,580,1294,6:54 PM - 6 Apr 2015
"On World Health Day, I pray that all of you remain in the best of health & at the same time inspire others to lead a healthy life.",18:49:00,06/04/15,en,1924,309,1216,6:49 PM - 6 Apr 2015
An innovative way to mark BJP's 'Sthapana Diwas.' Congrats to the Karyakartas. http://deshgujarat.com/2015/04/06/gujarat-bjp-dahod-unit-creates-largest-human-flag-on-bjp-foundation-day/ …pic.twitter.com/HXmPnE5Eob,07:31:00,06/04/15,en,3314,399,1859,7:31 AM - 6 Apr 2015
Had a good meeting with leaders of the Muslim community. http://nm4.in/1DaFdhL pic.twitter.com/z8e8vqGMTJ,04:36:00,06/04/15,en,1628,225,920,4:36 AM - 6 Apr 2015
"Our evacuation efforts in Yemen reflect willingness to serve our people & readiness to help others in distress, which is India's ethos.",01:06:00,06/04/15,en,2473,317,2073,1:06 AM - 6 Apr 2015
"Colleagues @SushmaSwaraj & @Gen_VKSingh (who has been on the ground for days), have co-ordinated evacuation efforts in an exemplary manner.",01:04:00,06/04/15,en,2299,211,2475,1:04 AM - 6 Apr 2015
"Seamless co-operation between organisations- MEA, Navy, Air Force, Air India, Shipping, Railways & State Govts greatly helped in rescue work",01:03:00,06/04/15,en,1727,102,1446,1:03 AM - 6 Apr 2015
Salute the services of our civilian & defence officials & organisations in helping evacuate our citizens from Yemen. Continue your efforts!,01:03:00,06/04/15,en,2256,344,1809,1:03 AM - 6 Apr 2015
"BJP will leave no stone unturned to fulfil people's aspirations & create an India that is strong, developed & inclusive.",19:10:00,05/04/15,en,2109,372,1437,7:10 PM - 5 Apr 2015
BJP's phenomenal growth is due to the efforts & hardwork of generations of selfless Karyakartas who devoted their lives to our Nation.,19:08:00,05/04/15,en,1422,125,940,7:08 PM - 5 Apr 2015
Witnessed the signing of Agreement for transfer of land for construction of memorial for Dr. Babasaheb Ambedkar.pic.twitter.com/WmLBdv6Jcd,02:56:00,05/04/15,en,1586,169,909,2:56 AM - 5 Apr 2015
"The teachings of Jesus Christ inspire entire humanity. Let us pledge ourselves to create a world that is just, compassionate and joyful.",18:08:00,04/04/15,en,2752,411,1739,6:08 PM - 4 Apr 2015
Easter greetings to everyone. May this day further the spirit of harmony and brotherhood in society.,18:07:00,04/04/15,en,1865,190,1114,6:07 PM - 4 Apr 2015
The number of people who voluntarily refused LPG subsidy is overwhelming. It also reduces burden on our coffers.https://amp.twimg.com/v/d71a4126-f595-465b-8c3d-903a22fe9ea1 …,10:42:00,03/04/15,en,2018,527,1208,10:42 AM - 3 Apr 2015
Amazed by the spectacular enthusiasm at the Bengaluru rally. Sharing my speech. http://nm4.in/1CBVPxo pic.twitter.com/wIwrSVgJuY,10:08:00,03/04/15,en,2037,376,1111,10:08 AM - 3 Apr 2015
Terror attack in Kenya is horrific. It is most distressing that a university campus was attacked in this manner. Utterly condemnable.,10:31:00,02/04/15,en,2159,457,1804,10:31 AM - 2 Apr 2015
Success of Jan Dhan Yojana & Direct Benefit Transfer of LPG subsidies show the key role banking sector can play in financial inclusion.,09:48:00,02/04/15,en,1615,284,1031,9:48 AM - 2 Apr 2015
"On Mahavir Jayanti I bow to the venerable Lord Mahavir, who showed the path of peace & welfare for entire humanity.pic.twitter.com/6RpcbUOQje",19:00:00,01/04/15,en,4639,759,3190,7:00 PM - 1 Apr 2015
Had an interaction with the Secretaries to the Government of India. http://nm4.in/1F2GAMa pic.twitter.com/B5c96NNXFF,08:54:00,01/04/15,en,2382,442,1196,8:54 AM - 1 Apr 2015
"At the Rourkela Steel Plant, where I dedicated to the Nation the 4.5MT expansion of the Plant. http://nm4.in/1I3M13M pic.twitter.com/W4kHVyV3II",07:35:00,01/04/15,en,2602,322,1371,7:35 AM - 1 Apr 2015
Very happy to have visited Odisha on Utkala Dibasa. Paid tributes to the visionary & founding leaders of Odisha.pic.twitter.com/oWAnHNBqQ9,07:30:00,01/04/15,en,2015,220,972,7:30 AM - 1 Apr 2015
"During my visit to Siddaganga Mutt last year, had received blessings of Swamiji. http://nm4.in/1ohnUB0 pic.twitter.com/rJbxd9izzQ",22:53:00,31/03/15,en,2406,243,1153,10:53 PM - 31 Mar 2015
Sree Sree Shivakumar Swamiji is a source of great inspiration & has devoted his entire life to service. Greetings on his birthday.,22:52:00,31/03/15,en,1847,168,997,10:52 PM - 31 Mar 2015
Wishing my sisters and brothers of Odisha on Utkala Dibasa. My best wishes for Odisha's progress.pic.twitter.com/xncxwKWCrF,19:59:00,31/03/15,en,2667,400,1483,7:59 PM - 31 Mar 2015
"Am sure you will like this specially created page on my website, dedicated to Varanasi. http://www.narendramodi.in/varanasi/ ",19:30:00,31/03/15,en,1795,255,1036,7:30 PM - 31 Mar 2015
This effort by @temsutulaimsong & the entire team to clean the Ghats in Varanasi is phenomenal! I salute them. http://www.niticentral.com/2015/03/31/missionprabhughat-volunteer-driven-cleanliness-campaign-in-varanasi-308633.html …,19:28:00,31/03/15,en,2218,246,2215,7:28 PM - 31 Mar 2015
The phenomenal accomplishments of @NSaina make us very proud. I congratulate her on being the World Number 1.,06:01:00,28/03/15,en,4245,284,3343,6:01 AM - 28 Mar 2015
Launch of satellite IRNSS-1D is yet another manifestation of the exemplary efforts & utmost brilliance of our scientists. Congrats to them.,06:00:00,28/03/15,en,2337,209,1576,6:00 AM - 28 Mar 2015
"Looking forward to enhancing ties with Canada & interacting with leaders, captains of industry & diaspora in Canada. http://nm4.in/1a1ikCD ",20:50:00,27/03/15,en,2149,282,1032,8:50 PM - 27 Mar 2015
"My France, Germany & Canada visit is centred around supporting India's economic agenda & creating jobs for our youth. http://nm4.in/1G11jUA ",20:46:00,27/03/15,en,1698,213,1020,8:46 PM - 27 Mar 2015
"Departing from convention,Rashtrapatiji is going to Atalji's residence to confer him the Bharat Ratna. This gesture reflects grace & dignity",00:50:00,27/03/15,en,3224,451,2046,12:50 AM - 27 Mar 2015
"Will shortly inaugurate 'Urja Sangam', a summit dedicated to energy. http://www.narendramodi.in/watch-live/ pic.twitter.com/2sPmibOczj",21:18:00,26/03/15,en,2329,433,1051,9:18 PM - 26 Mar 2015
Victory & defeat are a part of life. Team India played great cricket throughout the tournament. We are proud of them.,07:41:00,26/03/15,en,16877,2099,15026,7:41 AM - 26 Mar 2015
"Independence Day greetings to the people of Bangladesh, a Nation that has always been an enduring & important friend for India.",19:19:00,25/03/15,en,2310,394,1094,7:19 PM - 25 Mar 2015
Wonderful meeting you @dickc! Had a fruitful discussion on several issues. http://nm4.in/1xuNaOg pic.twitter.com/rbvGeKYa5h,09:49:00,24/03/15,en,2869,390,1249,9:49 AM - 24 Mar 2015
Crash of the Germanwings flight is extremely unfortunate. We share the sorrow & pain of the families of those on board.,06:49:00,24/03/15,en,1947,277,1163,6:49 AM - 24 Mar 2015
'Today' newspaper of Seychelles asks me- Can you cook? Your favourite place in India & lots more in this interview.pic.twitter.com/ntlBbvo5We,21:52:00,23/03/15,en,2904,571,1947,9:52 PM - 23 Mar 2015
Shashi Kapoor ji is a fine actor & a stalwart of the film industry. I congratulate him for the Dadasaheb Phalke Award.,10:06:00,23/03/15,en,2185,173,1053,10:06 AM - 23 Mar 2015
"The sacrifices of Bhagat Singh, Sukhdev & Rajguru live on in our hearts. Paid tributes to them.pic.twitter.com/MnCmkV8SRJ",07:50:00,23/03/15,en,2665,217,1591,7:50 AM - 23 Mar 2015
It is my firm conviction that all outstanding issues can be resolved through bilateral dialogue in an atmosphere free from terror & violence,00:34:00,23/03/15,en,1823,325,996,12:34 AM - 23 Mar 2015
"On his birth anniversary, I pay my tributes to Dr. Ram Manohar Lohia, a thinker par excellence who left a deep impact on Indian politics.",23:50:00,22/03/15,en,1683,146,982,11:50 PM - 22 Mar 2015
"In this hour of bereavement, our prayers are with Mr. Lee Kuan Yew's family and the people of Singapore. May his soul rest in peace.",18:16:00,22/03/15,en,1700,126,1173,6:16 PM - 22 Mar 2015
"A far-sighted statesman &a lion among leaders, Mr Lee Kuan Yew's life teaches valuable lessons to everyone. News of his demise is saddening",18:15:00,22/03/15,en,1479,109,1208,6:15 PM - 22 Mar 2015
Today I shared my 'Mann Ki Baat' with farmers on radio . Spoke to them on various issues. Here is the audio.https://soundcloud.com/narendramodi/pm-modi-shares-mann-ki-baat-with-farmers …,04:03:00,22/03/15,en,3471,1272,2297,4:03 AM - 22 Mar 2015
Wishing my Parsi sisters & brothers Navroz Mubarak. May the coming year fulfil all your wishes & bring happiness in your lives.,19:28:00,20/03/15,en,2772,479,1370,7:28 PM - 20 Mar 2015
"On the special occasion of Sajibu Nongmapanba, greetings to my sisters & brothers of Manipur.",19:24:00,20/03/15,en,1732,100,878,7:24 PM - 20 Mar 2015
Greetings to the Sindhi Community on the auspicious occasion of Cheti Chand. May Lord Jhulelal bless us & bring peace & joy in our lives.,19:13:00,20/03/15,en,1841,187,1052,7:13 PM - 20 Mar 2015
Thank you @mrlanceprice for presenting a copy of your book. My best wishes.pic.twitter.com/fmyM8NJDob,05:27:00,20/03/15,en,2361,306,1215,5:27 AM - 20 Mar 2015
"Excellent game, excellent performance! Congrats yet again Team India.",04:24:00,19/03/15,en,9128,1301,6260,4:24 AM - 19 Mar 2015
Attack in Tunisia is appalling & condemnable. We stand firmly with the people of Tunisia in this hour of grief & pray normalcy returns soon.,07:48:00,18/03/15,en,2187,388,1224,7:48 AM - 18 Mar 2015
Congratulations my friend Bibi @netanyahu! Recall our New York meeting last September warmly.,07:07:00,18/03/15,en,2442,317,1931,7:07 AM - 18 Mar 2015
Congratulations to the women's hockey team. The entire nation is proud of them.http://timesofindia.indiatimes.com/sports/hockey/top-stories/Indian-women-beat-Poland-to-win-Hockey-World-League-Round-2/articleshow/46575303.cms …,21:52:00,15/03/15,en,3828,423,2421,9:52 PM - 15 Mar 2015
We salute the sacrifice of each and every Indian soldier martyred in the war.,07:59:00,15/03/15,en,2707,386,1420,7:59 AM - 15 Mar 2015
"I urge our youth to visit this exhibition to learn about the War in which nearly 74,000 of our men were martyred in far flung lands.",07:58:00,15/03/15,en,1781,134,938,7:58 AM - 15 Mar 2015
Visited commemorative exhibition on centenary of First World War at Manekshaw Centre today.pic.twitter.com/shG7LKDAQb,07:56:00,15/03/15,en,2161,164,986,7:56 AM - 15 Mar 2015
Couldn't catch up on the match but heard about the stellar performance by Team India against Zimbabwe. Congrats!,02:06:00,14/03/15,en,3766,391,2276,2:06 AM - 14 Mar 2015
Laid the foundation stone of the Jaffna Cultural Centre.pic.twitter.com/H3zXtUNB2I,02:03:00,14/03/15,en,1721,126,764,2:03 AM - 14 Mar 2015
Leaving for Anuradhapura. Will also travel to Talaimannar and Jaffna today. Looking forward to a wonderful day.,20:40:00,13/03/15,en,1618,269,738,8:40 PM - 13 Mar 2015
Highlighted tremendous potential of India-SL economic co-operation during interaction with Ceylon Chamber of Commercehttp://nm4.in/1DeIOws ,06:37:00,13/03/15,en,1079,64,481,6:37 AM - 13 Mar 2015
Discussed several issues relating to India-SL co-operation during my meeting with PM Ranil Wickremesinghe.pic.twitter.com/rRCULLYCAN,06:33:00,13/03/15,en,1150,64,532,6:33 AM - 13 Mar 2015
Humbled by the affection at the civic reception earlier today. Thankful to sisters & brothers of Mauritius.pic.twitter.com/4dKc1DbCxo,08:55:00,12/03/15,en,2270,302,1039,8:55 AM - 12 Mar 2015
National Day celebrations at Port Louis were phenomenal! Glad I got the opportunity to be a part of the celebrationspic.twitter.com/6aqJdo21lL,08:50:00,12/03/15,en,1897,146,858,8:50 AM - 12 Mar 2015
"The Barracuda is beautiful,capable & brings with her goodwill & greetings of people of India! http://nm4.in/1BurW2w pic.twitter.com/1wVqhbrRke",03:37:00,12/03/15,en,1859,167,908,3:37 AM - 12 Mar 2015
Always special to address National Assembly of a Nation we are proud to call a friend & a partner. My speech today.http://nm4.in/1L0xI2d ,03:31:00,12/03/15,en,1262,63,577,3:31 AM - 12 Mar 2015
At the Ganga Talao I felt a deeply personal connect...one that comes from the banks of the Ganga in Varanasi.pic.twitter.com/zfnXOy7yxN,03:27:00,12/03/15,en,2173,232,1193,3:27 AM - 12 Mar 2015
Here is the list of agreements/MoUs signed between India and Mauritius.http://nm4.in/1GFraTL ,11:24:00,11/03/15,en,1291,175,834,11:24 AM - 11 Mar 2015
Thankful to the people of Mauritius for the very warm welcome!pic.twitter.com/tuckBMK9g8,11:18:00,11/03/15,en,1580,134,747,11:18 AM - 11 Mar 2015
Unveiled the Plaque and Operationalisation of Radar for the CSRS India-Seychelles Cooperation Project.pic.twitter.com/yflDgr94SZ,02:05:00,11/03/15,en,2049,333,1089,2:05 AM - 11 Mar 2015
With President Michel. Am deeply impressed by his vision. Together we will strengthen India-Seychelles ties.pic.twitter.com/ArWxAqjEaO,01:53:00,11/03/15,en,1479,99,680,1:53 AM - 11 Mar 2015
Beautiful Seychelles …a picture taken by me. The affection of the people of Seychelles has been phenomenal!pic.twitter.com/a2qQmuOk7P,01:51:00,11/03/15,en,3378,665,1899,1:51 AM - 11 Mar 2015
Landed in Seychelles. Wonderful seeing the Indian community at the airport!pic.twitter.com/IzsvuCCVtF,11:41:00,10/03/15,en,2999,581,1570,11:41 AM - 10 Mar 2015
Superb all-round performance. Congrats Team India! Keep up the momentum.,00:41:00,10/03/15,en,4903,619,3212,12:41 AM - 10 Mar 2015
"Marking the Centenary Commemoration of World War 1, paid homage to the martyrs at Amar Jawan Jyoti.pic.twitter.com/HHJlqfquDW",22:24:00,09/03/15,en,2187,249,1007,10:24 PM - 9 Mar 2015
"My message on International Women's Day, in various languages. http://www.pib.nic.in/newsite//womenday.aspx …",08:23:00,08/03/15,en,2035,445,1026,8:23 AM - 8 Mar 2015
"This week I would be travelling to Seychelles, Mauritius & Sri Lanka. Am looking forward to enhancing our ties with these friendly Nations.",06:23:00,08/03/15,en,1364,256,903,6:23 AM - 8 Mar 2015
"Frank & direct in his opinions, Vinod Mehta will be remembered as a fine journalist & writer. Condolences to his family on his demise.",22:46:00,07/03/15,en,1829,259,1286,10:46 PM - 7 Mar 2015
Birthday greetings to Rajasthan CM Vasundhara Raje ji. May she be blessed with good health & a long life. @VasundharaBJP,18:45:00,07/03/15,en,1994,248,975,6:45 PM - 7 Mar 2015
"Through various schemes & initiatives, our Government remains fully committed to bringing a positive change in the lives of women.",18:41:00,07/03/15,en,2006,477,1142,6:41 PM - 7 Mar 2015
I salute the indomitable courage & outstanding achievements of women on International Women's Day. http://nm4.in/190D1y3 ,18:39:00,07/03/15,en,2751,632,1789,6:39 PM - 7 Mar 2015
Congratulations to the Cricket Team for the win against West Indies. The Men in Blue seem to be having a great tournament!,05:50:00,06/03/15,en,9178,1927,5769,5:50 AM - 6 Mar 2015
"We want to fulfil people's aspirations. We want to give housing, health, education, electricity to the poor.https://amp.twimg.com/v/9a52eeb2-dca2-4cfe-b343-7d8b9d6a80ea …",07:37:00,05/03/15,en,2413,796,1353,7:37 AM - 5 Mar 2015
Kind of you @mhingis & @Leander to present autographed racquets with which you played Aus Open Mixed Doubles Finalspic.twitter.com/nuY5gnQMcl,06:03:00,05/03/15,en,2136,142,1175,6:03 AM - 5 Mar 2015
"Remembering Biju Babu on his birth anniversary. An outstanding personality, his contribution to Odisha & India will always be remembered.",20:37:00,04/03/15,en,1701,259,912,8:37 PM - 4 Mar 2015
"Young friends, how do you think the PMO Mobile App must be? Tell us on MyGov.https://mygov.in/task/suggest-innovative-ideas-pmos-mobile-app/ …",06:26:00,04/03/15,en,1930,614,1231,6:26 AM - 4 Mar 2015
Am delighted that @Google & http://www.mygov.in  are collaborating for the contest to design a Mobile App for PMO.http://googleasiapacific.blogspot.sg/2015/03/if-indian-prime-ministers-office-had.html …,06:25:00,04/03/15,en,1646,190,1219,6:25 AM - 4 Mar 2015
"Ours is a Government for the poor, it is for solving their problems & bringing a positive change in their lives.https://amp.twimg.com/v/45157719-48e4-4936-9aab-abb38d56d875 …",07:20:00,03/03/15,en,2574,708,1637,7:20 AM - 3 Mar 2015
"From Kashmir to Kanyakumari, from Kutch to Arunachal Pradesh, people have reposed their faith in BJP.https://amp.twimg.com/v/1f864c05-a43f-4200-92ed-c400645d964c …",07:13:00,03/03/15,en,2004,442,1295,7:13 AM - 3 Mar 2015
Solving issues is important. Let us rise beyond names of schemes & who continued which scheme.https://amp.twimg.com/v/d50b3595-cc1f-4030-ba6d-678d64ccc862 …,06:54:00,03/03/15,en,1700,196,1087,6:54 AM - 3 Mar 2015
Threats do not work in a democracy. We are a Nation that did not bend even during the Emergency.https://amp.twimg.com/v/2b2fe4be-aec1-4199-ab7b-256744b73f05 …,06:51:00,03/03/15,en,1721,200,1195,6:51 AM - 3 Mar 2015
Also asked IT industry to help promote India's tourism potential & spoke on how technology can help curb corruption.http://nm4.in/17HZQoS ,06:11:00,01/03/15,en,1825,501,1041,6:11 AM - 1 Mar 2015
An interesting website that shares insights into the Budget. Do have a look. http://finmin.nic.in/sabkabudget/ ,08:46:00,28/02/15,en,2327,779,1802,8:46 AM - 28 Feb 2015
"Atal Innovation Mission & SETU underline our commitment to enable innovation, entrepreneurship & start-ups to grow & shine in India.",23:41:00,27/02/15,en,1379,99,1023,11:41 PM - 27 Feb 2015
Details of the Black Money law being introduced demonstrates our firm commitment to bring back every Rupee of Black Money stashed abroad.,23:38:00,27/02/15,en,1472,198,1340,11:38 PM - 27 Feb 2015
"From housing for all, jobs, health, education & total electrification, FM laid down goals to be achieved by 2022, India's Amrut Mahotsav.",23:36:00,27/02/15,en,1441,374,982,11:36 PM - 27 Feb 2015
"Budget 2015 has a distinct focus on farmers, youth, poor, neo-middle class & the Aam Nagrik. It delivers on growth, equity & job creation.",23:35:00,27/02/15,en,1324,287,1053,11:35 PM - 27 Feb 2015
On National Science Day we salute the brilliance & long-lasting contribution of Sir CV Raman to the field of science.,17:34:00,27/02/15,en,1330,109,852,5:34 PM - 27 Feb 2015
My speech in the Lok Sabha in reply to the Motion of Thanks to the President’s Address. http://nm4.in/1JTQEiJ ,02:52:00,27/02/15,en,3049,1249,2237,2:52 AM - 27 Feb 2015
Rail Budget lays out a clear roadmap to make the Railways the key driver of India's economic growth & playing a key role in India's progress,00:23:00,26/02/15,en,2052,275,1605,12:23 AM - 26 Feb 2015
I am particularly delighted that for the 1st time there is a concrete vision for technology upgradation & modernisation of the Railways.,00:20:00,26/02/15,en,2044,217,1689,12:20 AM - 26 Feb 2015
"#RailBudget2015 is a watershed moment for Railways,marking a paradigm shift from discussing coaches & trains to comprehensive railway reform",00:20:00,26/02/15,en,1877,330,1533,12:20 AM - 26 Feb 2015
Tributes to the great Veer Savarkar on his Punya Tithi. He ignited the spark of nationalism in several lives.pic.twitter.com/1QAWejc2IM,20:17:00,25/02/15,en,2960,388,2344,8:17 PM - 25 Feb 2015
Sharing highlights of my letter to State CMs in various languages. http://pib.nic.in/newsite/pmtocm.aspx …,06:19:00,24/02/15,en,2009,455,1039,6:19 AM - 24 Feb 2015
I look forward to working closely with CMs to take India to new heights & bring a positive change in people's lives.http://nm4.in/1vuv8KX ,01:05:00,24/02/15,en,2550,533,1509,1:05 AM - 24 Feb 2015
"In spite of the large devolution,Centre's support in key areas such as poverty elimination, employment, education, health etc. will continue",01:03:00,24/02/15,en,1641,201,935,1:03 AM - 24 Feb 2015
"Furthering co-operative federalism, this marks a paradigm shift from scheme & grant based support to a devolution based support.",01:01:00,24/02/15,en,1359,90,887,1:01 AM - 24 Feb 2015
Accepting recommendations of 14th FC is another indicator of our commitment to move away from 'One Size Fits All' approach on States.,01:00:00,24/02/15,en,1424,89,1049,1:00 AM - 24 Feb 2015
"Yes, Centre will be left with lesser funds but we want to strengthen hands of States in pursuing their development agenda as per their needs",01:00:00,24/02/15,en,1544,145,1252,1:00 AM - 24 Feb 2015
Never before has there been a 10% increase in devolution of divisible pool of resources to the States. This is unprecedented & historic.,00:58:00,24/02/15,en,1648,136,1474,12:58 AM - 24 Feb 2015
"In my letter to CMs, wrote about the Centre accepting recommendations of 14th Finance Commission, which will strengthen our federal spirit.",00:57:00,24/02/15,en,1449,191,945,12:57 AM - 24 Feb 2015
"Birthday greetings to Jayalalithaa ji. May she be blessed with a long life, filled with good health.",21:24:00,23/02/15,en,2189,310,1090,9:24 PM - 23 Feb 2015
"Young friends, give the exams happily, have faith in yourselves. Success will be yours. :)  http://nm4.in/1MLSMrC ",08:09:00,22/02/15,en,3474,666,1834,8:09 AM - 22 Feb 2015
"In case you missed it, here is my 'Mann Ki Baat' with my young friends appearing for their exams. https://soundcloud.com/narendramodi/pm-shares-mann-ki-baat-with-students-preparing-for-board-and-competitive-exams …",08:07:00,22/02/15,en,2931,376,1898,8:07 AM - 22 Feb 2015
Will share 'Mann Ki Baat' with my young friends appearing for their exams. Looking forward. http://allindiaradio.gov.in/gold.htm http://www.narendramodi.in/mannkibaat/ ,04:41:00,22/02/15,en,2170,437,1055,4:41 AM - 22 Feb 2015
Great performance. Well played. Congrats Team India. You make us proud yet again.,02:53:00,22/02/15,en,12299,1584,9747,2:53 AM - 22 Feb 2015
Have spoken to Father Alexis Prem Kumar. Informed happy family of Father Alexis Prem Kumar of his safe return after 8 months in captivity.,02:42:00,22/02/15,en,2492,388,1571,2:42 AM - 22 Feb 2015
Will soon share some good news with all of you.,02:22:00,22/02/15,en,4370,1864,3711,2:22 AM - 22 Feb 2015
A very good TEDx talk on the importance of having a Clean India. Do watch. https://www.youtube.com/watch?v=tf1VA5jqmRo … #MyCleanIndia,19:31:00,21/02/15,en,2216,237,1810,7:31 PM - 21 Feb 2015
No words are enough to thank team of @ICICIBank for their steadfast participation in Swachh Bharat Mission. #MyCleanIndia @CKforCleanIndia,19:27:00,21/02/15,en,1580,152,831,7:27 PM - 21 Feb 2015
The proceeds from the auction would add impetus to our efforts to clean the Ganga.http://nm4.in/1vOq8vk ,08:15:00,20/02/15,en,2160,557,1409,8:15 AM - 20 Feb 2015
I congratulate & appreciate all those who participated & contributed in the auction in Surat & made it a success.,08:14:00,20/02/15,en,2159,250,1383,8:14 AM - 20 Feb 2015
"Am happy that students, parents & teachers are sharing insightful thoughts for this Sunday's 'Mann Ki Baat' programmehttp://mygov.in/groupissue/inputs-for-mann-ki-baat-february-2015/show …",05:57:00,20/02/15,en,1789,265,980,5:57 AM - 20 Feb 2015
Statehood Day greetings to the people of Arunachal Pradesh.pic.twitter.com/nLfAkqMSzo,17:42:00,19/02/15,en,2583,339,1440,5:42 PM - 19 Feb 2015
Wishing my sisters and brothers of Mizoram on the State's Statehood Day.pic.twitter.com/wkx5kCl4P0,17:41:00,19/02/15,en,1986,128,1129,5:41 PM - 19 Feb 2015
Chhatrapati Shivaji inspires us greatly. Here is a speech of mine in Raigad last year in which I pay tributes to him.http://nm4.in/1iF9gEw ,17:38:00,18/02/15,en,2215,278,1329,5:38 PM - 18 Feb 2015
Shivaji Maharaj shone on the battle field & left a mark in administration. He touched several lives through his good governance.,17:36:00,18/02/15,en,1978,151,1329,5:36 PM - 18 Feb 2015
"I bow to the epitome of courage & bravery and the pride of India, Chhatrapati Shivaji Maharaj on Shivaji Jayanti.",17:34:00,18/02/15,en,2714,563,2077,5:34 PM - 18 Feb 2015
Urged graduating students to work towards changing mindsets when it comes to mental illness & the need to cure it in a scientific manner.,05:15:00,18/02/15,en,1968,288,1027,5:15 AM - 18 Feb 2015
I appreciate the Indian Consulate in Hong Kong for their efforts to popularise Yoga & their support to Mr. Yogaraj.,18:41:00,16/02/15,en,2230,224,1080,6:41 PM - 16 Feb 2015
"Congrats to Hong Kong based Indian Yoga teacher, Mr. Yogaraj C.P. for creating a Guinness World Record! http://www.cgihk.gov.in/yoga.php ",18:40:00,16/02/15,en,1875,155,1109,6:40 PM - 16 Feb 2015
Congrats Team India. Well played. We are all very proud of you.,03:37:00,15/02/15,en,23280,3993,19618,3:37 AM - 15 Feb 2015
Good luck @y_umesh. Bowl out the batsmen with your impressive speed & reverse swing.,04:44:00,12/02/15,en,4942,137,3293,4:44 AM - 12 Feb 2015
Stuart Binny’s recent all round performances have impressed all. We wish him all the best for the World Cup.,04:44:00,12/02/15,en,4585,113,2928,4:44 AM - 12 Feb 2015
"I wish my young & extremely talented friend, Mohammed Shami the very best for the World Cup. Play well & get those wickets.",04:43:00,12/02/15,en,4903,109,3133,4:43 AM - 12 Feb 2015
Our young fast bowler Mohit Sharma can bowl a great line & length. He is a great asset to the team. Best of luck.,04:42:00,12/02/15,en,4558,76,2921,4:42 AM - 12 Feb 2015
Best of luck @BhuviOfficial! Swing every match in our favour. Your breakthroughs will determine how fast we will win those matches!,04:41:00,12/02/15,en,4655,59,3113,4:41 AM - 12 Feb 2015
The young Axar Patel can trick the batsmen with his sharp spin & bounce. Give your best & play without pressure!,04:41:00,12/02/15,en,4473,67,2935,4:41 AM - 12 Feb 2015
Who is not a fan of Sir Jadeja? We all look forward to seeing your all round performances take India to victory! @imjadeja,04:39:00,12/02/15,en,6567,244,5945,4:39 AM - 12 Feb 2015
Have a great tournament @RayuduAmbati. I am sure you will keep the runs coming & play a key role in the tournament.,04:38:00,12/02/15,en,4386,63,2878,4:38 AM - 12 Feb 2015
"Suresh Raina has always been agile on the field & hard-hitting with the bat. Hit them out of the park, including the bouncers :) @ImRaina",04:36:00,12/02/15,en,8633,412,6049,4:36 AM - 12 Feb 2015
I wish you the very best my young friend @ajinkyarahane88. Have a wonderful World Cup. Make the most of this great opportunity.,04:35:00,12/02/15,en,4851,57,3335,4:35 AM - 12 Feb 2015
"The only batsman to score 2 double centuries in ODIs, @ImRo45's talent has millions of fans. Make us proud once again!",04:35:00,12/02/15,en,6238,213,4857,4:35 AM - 12 Feb 2015
"Best wishes @SDhawan25! Give India a wonderful start every time you step on the pitch. Score many many runs, we are all there to cheer you.",04:34:00,12/02/15,en,4627,95,3195,4:34 AM - 12 Feb 2015
I wish our flamboyant vice captain @imVkohli the very best for the upcoming campaign. The entire nation has a lot of hopes on him.,04:33:00,12/02/15,en,6401,179,5158,4:33 AM - 12 Feb 2015
"My best wishes to captain cool @msdhoni. Play hard, lead well & make India proud. Knowing you, I am sure you will.",04:31:00,12/02/15,en,7814,318,6772,4:31 AM - 12 Feb 2015
"If you have time & resources, please devote the same towards fulfilling our dream of a Clean India.",19:19:00,11/02/15,en,5290,1012,4932,7:19 PM - 11 Feb 2015
"Building such Temples is  not what our culture teaches us. Personally, it made me very sad. Would urge those doing it not to do it.",19:18:00,11/02/15,en,4433,734,4792,7:18 PM - 11 Feb 2015
Have seen the news about a Temple being built in my name. I was appalled. This is shocking & against India's great traditions.,19:17:00,11/02/15,en,5666,1406,6808,7:17 PM - 11 Feb 2015
Spoke to @ArvindKejriwal & congratulated him on the win. Assured him Centre's complete support in the development of Delhi.,20:51:00,09/02/15,en,14069,5092,14847,8:51 PM - 9 Feb 2015
"I urge students, parents & teachers to share exam experiences that would inspire youngsters & even motivate them in exam preparation.",17:32:00,08/02/15,en,1995,331,1293,5:32 PM - 8 Feb 2015
Was thinking about this month's radio prog & thought...why not share 'Mann Ki Baat' with students preparing for board & competitive exams.,17:31:00,08/02/15,en,2242,552,1448,5:31 PM - 8 Feb 2015
"I pay my tributes to India's former President, the illustrious scholar & freedom fighter, Dr. Zakir Hussain on his birth anniversary.",02:11:00,08/02/15,en,2156,243,1046,2:11 AM - 8 Feb 2015
